Start	End	Open	High	Low	Close	Volume	Market Cap	Circulating Supply
2009-02-12	2009-02-13	0.00003474	0.00003474	0.00003474	0.00003474	0	9.99873113	288050
2009-02-13	2009-02-14	0.00003503	0.00003503	0.00003503	0.00003503	0	10.35187757	295250
2009-02-14	2009-02-15	0.00003882	0.00003882	0.00003882	0.00003882	0	11.74292422	302450
2009-02-15	2009-02-16	0.0000368	0.0000368	0.0000368	0.0000368	0	11.38416902	309650
2009-02-16	2009-02-17	0.00003559	0.00003559	0.00003559	0.00003559	0	11.29056387	316850
2009-02-17	2009-02-18	0.00003413	0.00003413	0.00003413	0.00003413	0	11.0561915	324050
2009-02-18	2009-02-19	0.00003395	0.00003395	0.00003395	0.00003395	0	11.24370516	331250
2009-02-19	2009-02-20	0.0000362	0.0000362	0.0000362	0.0000362	0	12.66437676	338450
2009-02-20	2009-02-21	0.00003557	0.00003557	0.00003557	0.00003557	0	12.33575295	345650
2009-02-21	2009-02-22	0.0000326	0.0000326	0.0000326	0.0000326	0	11.47362183	352850
2009-02-22	2009-02-23	0.00003428	0.00003428	0.00003428	0.00003428	0	12.3241909	360050
2009-02-23	2009-02-24	0.00003346	0.00003346	0.00003346	0.00003346	0	12.31219868	367250
2009-02-24	2009-02-25	0.00003216	0.00003216	0.00003216	0.00003216	0	12.0496961	374450
2009-02-25	2009-02-26	0.00002959	0.00002959	0.00002959	0.00002959	0	11.28863795	381650
2009-02-26	2009-02-27	0.00002844	0.00002844	0.00002844	0.00002844	0	10.73650193	388850
2009-02-27	2009-02-28	0.00003293	0.00003293	0.00003293	0.00003293	0	12.97207614	396050
2009-02-28	2009-03-01	0.00003118	0.00003118	0.00003118	0.00003118	0	12.58500605	403250
2009-03-01	2009-03-02	0.00002811	0.00002811	0.00002811	0.00002811	0	11.33881559	410450
2009-03-02	2009-03-03	0.0000292	0.0000292	0.0000292	0.0000292	0	12.2169129	417650
2009-03-03	2009-03-04	0.00002884	0.00002884	0.00002884	0.00002884	0	12.10559573	424850
2009-03-04	2009-03-05	0.00002849	0.00002849	0.00002849	0.00002849	0	11.98386264	432050
2009-03-05	2009-03-06	0.00002767	0.00002767	0.00002767	0.00002767	0	11.78967473	439250
2009-03-06	2009-03-07	0.00003293	0.00003293	0.00003293	0.00003293	0	14.45637133	446450
2009-03-07	2009-03-08	0.00003156	0.00003156	0.00003156	0.00003156	0	14.08206412	453650
2009-03-08	2009-03-09	0.0000302	0.0000302	0.0000302	0.0000302	0	13.70958413	460850
2009-03-09	2009-03-10	0.00003178	0.00003178	0.00003178	0.00003178	0	14.6731538	468050
2009-03-10	2009-03-11	0.00002959	0.00002959	0.00002959	0.00002959	0	13.83864179	475250
2009-03-11	2009-03-12	0.00003074	0.00003074	0.00003074	0.00003074	0	14.57266147	482450
2009-03-12	2009-03-13	0.0000332	0.0000332	0.0000332	0.0000332	0	16.0484169	489650
2009-03-13	2009-03-14	0.00003293	0.00003293	0.00003293	0.00003293	0	16.1085688	496850
2009-03-14	2009-03-15	0.00003293	0.00003293	0.00003293	0.00003293	0	16.37903602	504050
2009-03-15	2009-03-16	0.00003474	0.00003474	0.00003474	0.00003474	0	17.48622545	511250
2009-03-16	2009-03-17	0.00003156	0.00003156	0.00003156	0.00003156	0	16.13047936	518450
2009-03-17	2009-03-18	0.00003124	0.00003124	0.00003124	0.00003124	0	16.19814042	525650
2009-03-18	2009-03-19	0.00003293	0.00003293	0.00003293	0.00003293	0	17.29804771	532850
2009-03-19	2009-03-20	0.00003364	0.00003364	0.00003364	0.00003364	0	17.9319814	540050
2009-03-20	2009-03-21	0.00003057	0.00003057	0.00003057	0.00003057	0	16.51396607	547250
2009-03-21	2009-03-22	0.00002098	0.00002098	0.00002098	0.00002098	0	11.49143155	554450
2009-03-22	2009-03-23	0.00003557	0.00003557	0.00003557	0.00003557	0	19.72030177	561650
2009-03-23	2009-03-24	0.00003156	0.00003156	0.00003156	0.00003156	0	17.87374516	568850
2009-03-24	2009-03-25	0.0000302	0.0000302	0.0000302	0.0000302	0	17.20088055	576050
2009-03-25	2009-03-26	0.00003002	0.00003002	0.00003002	0.00003002	0	17.29234163	583250
2009-03-26	2009-03-27	0.00003074	0.00003074	0.00003074	0.00003074	0	17.94105998	590450
2009-03-27	2009-03-28	0.00002995	0.00002995	0.00002995	0.00002995	0	17.69319572	597650
2009-03-28	2009-03-29	0.0000301	0.0000301	0.0000301	0.0000301	0	17.98919516	604850
2009-03-29	2009-03-30	0.0000301	0.0000301	0.0000301	0.0000301	0	18.26166121	612050
2009-03-30	2009-03-31	0.0000332	0.0000332	0.0000332	0.0000332	0	20.37942273	619250
2009-03-31	2009-04-01	0.00002811	0.00002811	0.00002811	0.00002811	0	17.45647124	626450
2009-04-01	2009-04-02	0.00002703	0.00002703	0.00002703	0.00002703	0	16.93705723	633650
2009-04-02	2009-04-03	0.00003156	0.00003156	0.00003156	0.00003156	0	19.9429398	640850
2009-04-08	2009-04-09	0.00001778	0.00001778	0.00001778	0.00001778	0	12.16468917	684050
2009-04-09	2009-04-10	0.00001743	0.00001743	0.00001743	0.00001743	0	12.04687458	691250
2009-04-10	2009-04-11	0.00001778	0.00001778	0.00001778	0.00001778	0	12.42076917	698450
2009-04-11	2009-04-12	0.00002098	0.00002098	0.00002098	0.00002098	0	14.80759482	705650
2009-04-12	2009-04-13	0.00002081	0.00002081	0.00002081	0.00002081	0	14.83191352	712850
2009-04-13	2009-04-14	0.00002134	0.00002134	0.00002134	0.00002134	0	15.22604054	720050
2009-04-14	2009-04-15	0.00002134	0.00002134	0.00002134	0.00002134	0	15.52355054	727250
2009-04-15	2009-04-16	0.00002027	0.00002027	0.00002027	0.00002027	0	14.85152428	734450
2009-04-16	2009-04-17	0.0000215	0.0000215	0.0000215	0.0000215	0	15.81923398	741650
2009-04-17	2009-04-18	0.00002081	0.00002081	0.00002081	0.00002081	0	15.43537311	748850
2009-04-18	2009-04-19	0.00002098	0.00002098	0.00002098	0.00002098	0	15.73892541	756050
2009-04-19	2009-04-20	0.00002134	0.00002134	0.00002134	0.00002134	0	16.13759338	763250
2009-04-20	2009-04-21	0.00002098	0.00002098	0.00002098	0.00002098	0	15.85964649	770450
2009-04-21	2009-04-22	0.00002098	0.00002098	0.00002098	0.00002098	0	16.15829369	777650
2009-04-22	2009-04-23	0.00002112	0.00002112	0.00002112	0.00002112	0	16.48366269	784850
2009-04-23	2009-04-24	0.0000185	0.0000185	0.0000185	0.0000185	0	14.51289528	792050
2009-04-24	2009-04-25	0.00001691	0.00001691	0.00001691	0.00001691	0	13.46596629	799250
2009-04-25	2009-04-26	0.00002112	0.00002112	0.00002112	0.00002112	0	17.00141478	806450
2009-04-26	2009-04-27	0.0000206	0.0000206	0.0000206	0.0000206	0	16.57947713	813650
2009-04-27	2009-04-28	0.00001729	0.00001729	0.00001729	0.00001729	0	14.02674265	820850
2009-04-28	2009-04-29	0.00001885	0.00001885	0.00001885	0.00001885	0	15.51455643	828050
2009-04-29	2009-04-30	0.00001992	0.00001992	0.00001992	0.00001992	0	16.595368	835250
2009-04-30	2009-05-01	0.00002545	0.00002545	0.00002545	0.00002545	0	21.30846974	842450
2009-05-01	2009-05-02	0.00002394	0.00002394	0.00002394	0.00002394	0	20.25672019	849650
2009-05-02	2009-05-03	0.00002545	0.00002545	0.00002545	0.00002545	0	21.61367444	856850
2009-05-03	2009-05-04	0.0000221	0.0000221	0.0000221	0.0000221	0	18.98073459	864050
2009-05-04	2009-05-05	0.00002394	0.00002394	0.00002394	0.00002394	0	20.63032497	871250
2009-05-05	2009-05-06	0.00002545	0.00002545	0.00002545	0.00002545	0	22.20475037	878450
2009-05-06	2009-05-07	0.00002494	0.00002494	0.00002494	0.00002494	0	21.86880063	885650
2009-05-07	2009-05-08	0.00002429	0.00002429	0.00002429	0.00002429	0	21.5679524	892850
2009-05-08	2009-05-09	0.00002394	0.00002394	0.00002394	0.00002394	0	21.37152373	900050
2009-05-09	2009-05-10	0.00002074	0.00002074	0.00002074	0.00002074	0	18.76778281	907250
2009-05-10	2009-05-11	0.00001545	0.00001545	0.00001545	0.00001545	0	14.01316855	914450
2009-05-11	2009-05-12	0.00001994	0.00001994	0.00001994	0.00001994	0	18.15286409	921650
2009-05-12	2009-05-13	0.0000221	0.0000221	0.0000221	0.0000221	0	20.37568926	928850
2009-05-13	2009-05-14	0.00002208	0.00002208	0.00002208	0.00002208	0	20.50214029	936050
2009-05-14	2009-05-15	0.00002172	0.00002172	0.00002172	0.00002172	0	20.31722865	943250
2009-05-15	2009-05-16	0.0000251	0.0000251	0.0000251	0.0000251	0	23.80923324	950450
2009-05-16	2009-05-17	0.00002387	0.00002387	0.00002387	0.00002387	0	22.7159488	957650
2009-05-17	2009-05-18	0.0000221	0.0000221	0.0000221	0.0000221	0	21.19039728	964850
2009-05-18	2009-05-19	0.00002282	0.00002282	0.00002282	0.00002282	0	22.02359518	972050
2009-05-19	2009-05-20	0.0000221	0.0000221	0.0000221	0.0000221	0	21.54715677	979250
2009-05-20	2009-05-21	0.000017	0.000017	0.000017	0.000017	0	16.6437723	986450
2009-05-21	2009-05-22	0.0000191	0.0000191	0.0000191	0.0000191	0	18.75054479	993650
2009-05-22	2009-05-23	0.00001643	0.00001643	0.00001643	0.00001643	0	16.18140901	1000850
2009-05-23	2009-05-24	0.00000919	0.00000919	0.00000919	0.00000919	0	9.22670865	1008050
2009-05-24	2009-05-25	0.00001141	0.00001141	0.00001141	0.00001141	0	11.48618678	1015250
2009-05-25	2009-05-26	0.00001811	0.00001811	0.00001811	0.00001811	0	18.15542883	1022450
2009-05-26	2009-05-27	0.00002127	0.00002127	0.00002127	0.00002127	0	21.39853522	1029650
2009-05-27	2009-05-28	0.0000228	0.0000228	0.0000228	0.0000228	0	22.99594667	1036850
2009-05-28	2009-05-29	0.00001989	0.00001989	0.00001989	0.00001989	0	20.65809964	1044050
2009-05-29	2009-05-30	0.0000191	0.0000191	0.0000191	0.0000191	0	19.9643591	1051250
2009-05-30	2009-05-31	0.00001946	0.00001946	0.00001946	0.00001946	0	20.44432755	1058450
2009-05-31	2009-06-01	0.00002074	0.00002074	0.00002074	0.00002074	0	21.98943804	1065650
2009-06-01	2009-06-02	0.00001708	0.00001708	0.00001708	0.00001708	0	18.19869802	1072850
2009-06-02	2009-06-03	0.00001493	0.00001493	0.00001493	0.00001493	0	16.04259358	1080050
2009-06-03	2009-06-04	0.0000185	0.0000185	0.0000185	0.0000185	0	19.99024825	1087250
2009-06-04	2009-06-05	0.00001317	0.00001317	0.00001317	0.00001317	0	14.21011741	1094450
2009-06-05	2009-06-06	0.00001209	0.00001209	0.00001209	0.00001209	0	13.28685496	1101650
2009-06-06	2009-06-07	0.00000745	0.00000745	0.00000745	0.00000745	0	8.22483465	1108850
2009-06-07	2009-06-08	0.00000496	0.00000496	0.00000496	0.00000496	0	5.49147164	1116050
2009-06-08	2009-06-09	0.00000567	0.00000567	0.00000567	0.00000567	0	6.3359424	1123250
2009-06-09	2009-06-10	0.00001352	0.00001352	0.00001352	0.00001352	0	15.16555863	1130450
2009-06-10	2009-06-11	0.00001496	0.00001496	0.00001496	0.00001496	0	16.93325309	1137650
2009-06-11	2009-06-12	0.00001531	0.00001531	0.00001531	0.00001531	0	17.43188019	1144850
2009-06-12	2009-06-13	0.00001564	0.00001564	0.00001564	0.00001564	0	17.91532464	1152050
2009-06-13	2009-06-14	0.00001458	0.00001458	0.00001458	0.00001458	0	16.78124448	1159250
2009-06-14	2009-06-15	0.00001388	0.00001388	0.00001388	0.00001388	0	16.12880844	1166450
2009-06-15	2009-06-16	0.00001352	0.00001352	0.00001352	0.00001352	0	15.77770725	1173650
2009-06-16	2009-06-17	0.00001496	0.00001496	0.00001496	0.00001496	0	17.60973192	1180850
2009-06-17	2009-06-18	0.0000131	0.0000131	0.0000131	0.0000131	0	15.47489334	1188050
2009-06-18	2009-06-19	0.00001458	0.00001458	0.00001458	0.00001458	0	17.22203498	1195250
2009-06-19	2009-06-20	0.00001584	0.00001584	0.00001584	0.00001584	0	18.93681584	1202450
2009-06-20	2009-06-21	0.0000162	0.0000162	0.0000162	0.0000162	0	19.48822071	1209650
2009-06-21	2009-06-22	0.00001531	0.00001531	0.00001531	0.00001531	0	18.46932865	1216850
2009-06-22	2009-06-23	0.00001531	0.00001531	0.00001531	0.00001531	0	18.75583007	1224050
2009-06-23	2009-06-24	0.00001539	0.00001539	0.00001539	0.00001539	0	18.88034283	1231250
2009-06-24	2009-06-25	0.00001481	0.00001481	0.00001481	0.00001481	0	18.30399689	1238450
2009-06-25	2009-06-26	0.0000162	0.0000162	0.0000162	0.0000162	0	20.10503868	1245650
2009-06-26	2009-06-27	0.00001531	0.00001531	0.00001531	0.00001531	0	19.01875747	1252850
2009-06-27	2009-06-28	0.0000162	0.0000162	0.0000162	0.0000162	0	20.30989359	1260050
2009-06-28	2009-06-29	0.00001352	0.00001352	0.00001352	0.00001352	0	17.05531765	1267250
2009-06-29	2009-06-30	0.00001167	0.00001167	0.00001167	0.00001167	0	14.79635516	1274450
2009-06-30	2009-07-01	0.00001531	0.00001531	0.00001531	0.00001531	0	19.52324795	1281650
2009-07-01	2009-07-02	0.0000162	0.0000162	0.0000162	0.0000162	0	20.82169919	1288850
2009-07-02	2009-07-03	0.00001432	0.00001432	0.00001432	0.00001432	0	18.4863212	1296050
2009-07-03	2009-07-04	0.00001458	0.00001458	0.00001458	0.00001458	0	18.92606339	1303250
2009-07-04	2009-07-05	0.00001584	0.00001584	0.00001584	0.00001584	0	20.82512201	1310450
2009-07-05	2009-07-06	0.00001555	0.00001555	0.00001555	0.00001555	0	20.38301854	1317650
2009-07-06	2009-07-07	0.00001496	0.00001496	0.00001496	0.00001496	0	19.71447944	1324850
2009-07-07	2009-07-08	0.00001496	0.00001496	0.00001496	0.00001496	0	20.01701244	1332050
2009-07-08	2009-07-09	0.00001352	0.00001352	0.00001352	0.00001352	0	18.06493215	1339250
2009-07-09	2009-07-10	0.00001432	0.00001432	0.00001432	0.00001432	0	19.21103419	1346450
2009-07-10	2009-07-11	0.00001494	0.00001494	0.00001494	0.00001494	0	20.221013	1353650
2009-07-11	2009-07-12	0.00001458	0.00001458	0.00001458	0.00001458	0	19.844554	1360850
2009-07-12	2009-07-13	0.00001387	0.00001387	0.00001387	0.00001387	0	18.976399	1368050
2009-07-13	2009-07-14	0.00001369	0.00001369	0.00001369	0.00001369	0	18.831704	1375250
2009-07-14	2009-07-15	0.00001316	0.00001316	0.00001316	0.00001316	0	18.192752	1382450
2009-07-15	2009-07-16	0.00001067	0.00001067	0.00001067	0.00001067	0	14.726236	1389650
2009-07-16	2009-07-17	0.00000996	0.00000996	0.00000996	0.00000996	0	13.846187	1396850
2009-07-17	2009-07-18	0.0000114	0.0000114	0.0000114	0.0000114	0	15.9113	1404050
2009-07-18	2009-07-19	0.00000891	0.00000891	0.00000891	0.00000891	0	12.486288	1411250
2009-07-19	2009-07-20	0.00000642	0.00000642	0.00000642	0.00000642	0	9.059722	1418450
2009-07-20	2009-07-21	0.0000082	0.0000082	0.0000082	0.0000082	0	11.666899	1425650
2009-07-21	2009-07-22	0.00001316	0.00001316	0.00001316	0.00001316	0	18.771167	1432850
2009-07-22	2009-07-23	0.0000128	0.0000128	0.0000128	0.0000128	0	18.380208	1440050
2009-07-23	2009-07-24	0.00001173	0.00001173	0.00001173	0.00001173	0	16.911787	1447250
2009-07-24	2009-07-25	0.00001262	0.00001262	0.00001262	0.00001262	0	18.29783	1454450
2009-07-25	2009-07-26	0.00001334	0.00001334	0.00001334	0.00001334	0	19.396117	1461650
2009-07-26	2009-07-27	0.0000082	0.0000082	0.0000082	0.0000082	0	11.985373	1468850
2009-07-27	2009-07-28	0.00000749	0.00000749	0.00000749	0.00000749	0	10.998699	1476050
2009-07-28	2009-07-29	0.00000853	0.00000853	0.00000853	0.00000853	0	12.535813	1483250
2009-07-29	2009-07-30	0.00000925	0.00000925	0.00000925	0.00000925	0	13.744509	1490450
2009-07-30	2009-07-31	0.00000676	0.00000676	0.00000676	0.00000676	0	10.086779	1497650
2009-07-31	2009-08-01	0.00000605	0.00000605	0.00000605	0.00000605	0	9.056796	1504850
2009-08-01	2009-08-02	0.0000057	0.0000057	0.0000057	0.0000057	0	8.578788	1512050
2009-08-02	2009-08-03	0.00000551	0.00000551	0.00000551	0.00000551	0	8.331152	1519250
2009-08-03	2009-08-04	0.00000533	0.00000533	0.00000533	0.00000533	0	8.10313	1526450
2009-08-04	2009-08-05	0.0000064	0.0000064	0.0000064	0.0000064	0	9.757756	1533650
2009-08-05	2009-08-06	0.00001174	0.00001174	0.00001174	0.00001174	0	17.992368	1540850
2009-08-06	2009-08-07	0.00001386	0.00001386	0.00001386	0.00001386	0	21.344116	1548050
2009-08-07	2009-08-08	0.00001316	0.00001316	0.00001316	0.00001316	0	20.444441	1555250
2009-08-08	2009-08-09	0.0000128	0.0000128	0.0000128	0.0000128	0	19.949544	1562450
2009-08-09	2009-08-10	0.00001351	0.00001351	0.00001351	0.00001351	0	21.091815	1569650
2009-08-10	2009-08-11	0.00001422	0.00001422	0.00001422	0.00001422	0	22.33541	1576850
2009-08-11	2009-08-12	0.00001206	0.00001206	0.00001206	0.00001206	0	19.050425	1584050
2009-08-12	2009-08-13	0.00001138	0.00001138	0.00001138	0.00001138	0	18.068028	1591250
2009-08-13	2009-08-14	0.00001173	0.00001173	0.00001173	0.00001173	0	18.816611	1598450
2009-08-14	2009-08-15	0.00001206	0.00001206	0.00001206	0.00001206	0	19.384536	1605650
2009-08-15	2009-08-16	0.00001138	0.00001138	0.00001138	0.00001138	0	18.331309	1612850
2009-08-16	2009-08-17	0.00000818	0.00000818	0.00000818	0.00000818	0	13.191235	1620050
2009-08-17	2009-08-18	0.00000676	0.00000676	0.00000676	0.00000676	0	10.956726	1627250
2009-08-18	2009-08-19	0.0000057	0.0000057	0.0000057	0.0000057	0	9.275577	1634450
2009-08-19	2009-08-20	0.00000463	0.00000463	0.00000463	0.00000463	0	7.567589	1641650
2009-08-20	2009-08-21	0.00000445	0.00000445	0.00000445	0.00000445	0	7.306081	1648850
2009-08-21	2009-08-22	0.0000041	0.0000041	0.0000041	0.0000041	0	6.739369	1656050
2009-08-22	2009-08-23	0.00000377	0.00000377	0.00000377	0.00000377	0	6.243326	1663250
2009-08-23	2009-08-24	0.00000358	0.00000358	0.00000358	0.00000358	0	5.946116	1670450
2009-08-24	2009-08-25	0.00000377	0.00000377	0.00000377	0.00000377	0	6.312073	1677650
2009-08-25	2009-08-26	0.00000431	0.00000431	0.00000431	0.00000431	0	7.239572	1684850
2009-08-26	2009-08-27	0.00000539	0.00000539	0.00000539	0.00000539	0	9.056289	1692050
2009-08-27	2009-08-28	0.00000718	0.00000718	0.00000718	0.00000718	0	12.152753	1699250
2009-08-28	2009-08-29	0.0000079	0.0000079	0.0000079	0.0000079	0	13.198238	1706450
2009-08-29	2009-08-30	0.00001078	0.00001078	0.00001078	0.00001078	0	18.031354	1713650
2009-08-30	2009-08-31	0.00001365	0.00001365	0.00001365	0.00001365	0	23.318354	1720850
2009-08-31	2009-09-01	0.00001529	0.00001529	0.00001529	0.00001529	0	26.288021	1728050
2009-09-01	2009-09-02	0.00001422	0.00001422	0.00001422	0.00001422	0	24.648426	1735250
2009-09-02	2009-09-03	0.00001244	0.00001244	0.00001244	0.00001244	0	21.545387	1742450
2009-09-03	2009-09-04	0.00001138	0.00001138	0.00001138	0.00001138	0	19.850491	1749650
2009-09-04	2009-09-05	0.00001102	0.00001102	0.00001102	0.00001102	0	19.327556	1756850
2009-09-05	2009-09-06	0.00001173	0.00001173	0.00001173	0.00001173	0	20.593803	1764050
2009-09-06	2009-09-07	0.00001244	0.00001244	0.00001244	0.00001244	0	21.961962	1771250
2009-09-07	2009-09-08	0.00001262	0.00001262	0.00001262	0.00001262	0	22.353833	1778450
2009-09-08	2009-09-09	0.00001262	0.00001262	0.00001262	0.00001262	0	22.647915	1785650
2009-09-09	2009-09-10	0.00001173	0.00001173	0.00001173	0.00001173	0	21.019899	1792850
2009-09-10	2009-09-11	0.00001067	0.00001067	0.00001067	0.00001067	0	19.19243	1800050
2009-09-11	2009-09-12	0.00001138	0.00001138	0.00001138	0.00001138	0	20.453672	1807250
2009-09-12	2009-09-13	0.00001206	0.00001206	0.00001206	0.00001206	0	21.796602	1814450
2009-09-13	2009-09-14	0.00001244	0.00001244	0.00001244	0.00001244	0	22.514087	1821650
2009-09-14	2009-09-15	0.00001351	0.00001351	0.00001351	0.00001351	0	24.658311	1828850
2009-09-15	2009-09-16	0.00001351	0.00001351	0.00001351	0.00001351	0	24.963673	1836050
2009-09-16	2009-09-17	0.00000888	0.00000888	0.00000888	0.00000888	0	16.323561	1843250
2009-09-17	2009-09-18	0.00001031	0.00001031	0.00001031	0.00001031	0	19.033742	1850450
2009-09-18	2009-09-19	0.00001529	0.00001529	0.00001529	0.00001529	0	28.324259	1857650
2009-09-19	2009-09-20	0.00001422	0.00001422	0.00001422	0.00001422	0	26.44754	1864850
2009-09-20	2009-09-21	0.00001351	0.00001351	0.00001351	0.00001351	0	25.206392	1872050
2009-09-21	2009-09-22	0.00001422	0.00001422	0.00001422	0.00001422	0	26.622963	1879250
2009-09-22	2009-09-23	0.00001173	0.00001173	0.00001173	0.00001173	0	22.069277	1886450
2009-09-23	2009-09-24	0.00000676	0.00000676	0.00000676	0.00000676	0	12.753354	1893650
2009-09-24	2009-09-25	0.00000783	0.00000783	0.00000783	0.00000783	0	14.815994	1900850
2009-09-25	2009-09-26	0.00001638	0.00001638	0.00001638	0.00001638	0	31.168883	1908050
2009-09-26	2009-09-27	0.0000162	0.0000162	0.0000162	0.0000162	0	31.350102	1915250
2009-09-27	2009-09-28	0.0000171	0.0000171	0.0000171	0.0000171	0	32.866113	1922450
2009-09-28	2009-09-29	0.00001529	0.00001529	0.00001529	0.00001529	0	29.358899	1929650
2009-09-29	2009-09-30	0.00001422	0.00001422	0.00001422	0.00001422	0	27.46201	1936850
2009-09-30	2009-10-01	0.00001457	0.00001457	0.00001457	0.00001457	0	28.212586	1944050
2009-10-01	2009-10-02	0.00001443	0.00001443	0.00001443	0.00001443	0	28.06664	1951250
2009-10-02	2009-10-03	0.00001386	0.00001386	0.00001386	0.00001386	0	27.098423	1958450
2009-10-03	2009-10-04	0.00001138	0.00001138	0.00001138	0.00001138	0	22.453511	1965650
2009-10-04	2009-10-05	0.00001067	0.00001067	0.00001067	0.00001067	0	21.489322	1972850
2009-10-05	2009-10-06	0.00001031	0.00001031	0.00001031	0.00001031	0	20.970454	1980050
2009-10-06	2009-10-07	0.00000925	0.00000925	0.00000925	0.00000925	0	18.476675	1987250
2009-10-07	2009-10-08	0.00000889	0.00000889	0.00000889	0.00000889	0	17.734151	1994450
2009-10-08	2009-10-09	0.0000096	0.0000096	0.0000096	0.0000096	0	19.196974	2001650
2009-10-09	2009-10-10	0.00001245	0.00001245	0.00001245	0.00001245	0	25.092082	2008850
2009-10-10	2009-10-11	0.00001351	0.00001351	0.00001351	0.00001351	0	27.407272	2016050
2009-10-11	2009-10-12	0.00001351	0.00001351	0.00001351	0.00001351	0	27.612714	2023250
2009-10-12	2009-10-13	0.00001245	0.00001245	0.00001245	0.00001245	0	25.537869	2030450
2009-10-13	2009-10-14	0.00001031	0.00001031	0.00001031	0.00001031	0	21.001374	2037650
2009-10-14	2009-10-15	0.0000096	0.0000096	0.0000096	0.0000096	0	19.642512	2044850
2009-10-15	2009-10-16	0.00001102	0.00001102	0.00001102	0.00001102	0	22.609303	2052050
2009-10-16	2009-10-17	0.0000128	0.0000128	0.0000128	0.0000128	0	26.339975	2059250
2009-10-17	2009-10-18	0.00001031	0.00001031	0.00001031	0.00001031	0	21.380518	2066450
